"address","title","category","city","images","google_map_link","workhours","latitude","longitude","permanently_closed","phone","avg_rating","rating_count","reviews","social_web_links","state","website","wheelchair","postcode","errors"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
,,,,,,,,,,,,,,,,,,,"{}"
